ID,metapredict_scores
disprot|DP02673r005 pos=1-18 term=IDPO:00056 ec=ECO:0005670 pmid=26305948,0.7327777777777778
disprot|DP02738r002 pos=1225-1239 term=IDPO:00056 ec=ECO:0006220 pmid=21247903,0.5915333333333332
disprot|DP02925r008 pos=3995-4020 term=IDPO:00056 ec=ECO:0006208 pmid=32526208,0.2505769230769231
disprot|DP02993r004 pos=16-29 term=IDPO:00056 ec=ECO:0006196 pmid=33219127,0.7210714285714286
disprot|DP03195r009 pos=1167-1179 term=IDPO:00056 ec=ECO:0005670 pmid=30100359,0.6976153846153846
disprot|DP03313r002 pos=2-38 term=IDPO:00056 ec=ECO:0006165 pmid=20375315,0.8394594594594594
disprot|DP03409r002 pos=1-130 term=IDPO:00056 ec=ECO:0006204 pmid=24616519,0.5635125000000001
disprot|DP03457r005 pos=1-17 term=IDPO:00056 ec=ECO:0006236 pmid=18984590,0.895470588235294
disprot|DP03517r002 pos=508-520 term=IDPO:00056 ec=ECO:0006220 pmid=8072525,0.6353076923076924
disprot|DP03601r003 pos=501-516 term=IDPO:00056 ec=ECO:0005670 pmid=32022687,0.738625
disprot|DP03670r005 pos=94-121 term=IDPO:00056 ec=ECO:0006165 pmid=32817423,0.1947142857142857
disprot|DP03885r006 pos=403-419 term=IDPO:00056 ec=ECO:0006220 pmid=29990496,0.827
disprot|DP03885r008 pos=489-510 term=IDPO:00056 ec=ECO:0006220 pmid=29990496,0.8260909090909091
disprot|DP03885r009 pos=537-553 term=IDPO:00056 ec=ECO:0006220 pmid=29990496,0.8096470588235294
disprot|DP03963r008 pos=517-545 term=IDPO:00056 ec=ECO:0006220 pmid=24914854,0.9121034482758621
disprot|DP04078r008 pos=296-308 term=IDPO:00056 ec=ECO:0006220 pmid=17007874,0.8205384615384615
