ID,metapredict_scores
disprot|DP00521r004 pos=1-202 term=IDPO:00050 ec=ECO:0006198 pmid=15929994,58.638512500000004
disprot|DP00530r002 pos=1-168 term=IDPO:00050 ec=ECO:0006204 pmid=12529538,50.945412499999996
disprot|DP00531r002 pos=1-115 term=IDPO:00050 ec=ECO:0006204 pmid=17189335,66.255875
disprot|DP00534r002 pos=54-131 term=IDPO:00050 ec=ECO:0006220 pmid=22514274,72.55519230769231
disprot|DP00534r009 pos=1-131 term=IDPO:00050 ec=ECO:0006165 pmid=22514274,61.231737499999994
disprot|DP00539r011 pos=165-210 term=IDPO:00050 ec=ECO:0006204 pmid=20405910,61.07063043478261
disprot|DP00539r012 pos=207-310 term=IDPO:00050 ec=ECO:0006204 pmid=20405910,71.838825
disprot|DP00543r023 pos=25-63 term=IDPO:00050 ec=ECO:0006228 pmid=29208936,87.60917948717949
disprot|DP00552r003 pos=121-216 term=IDPO:00050 ec=ECO:0006204 pmid=18421143,67.6820125
disprot|DP00567r002 pos=57-76 term=IDPO:00050 ec=ECO:0006204 pmid=15639237,73.61015
disprot|DP00591r004 pos=1006-1706 term=IDPO:00050 ec=ECO:0006204 pmid=19015266,48.3232125
disprot|DP00605r003 pos=109-135 term=IDPO:00050 ec=ECO:0006220 pmid=19759397,70.56637037037038
disprot|DP00608r003 pos=59-129 term=IDPO:00050 ec=ECO:0006198 pmid=20007319,82.7035633802817
disprot|DP00609r003 pos=1-727 term=IDPO:00050 ec=ECO:0006204 pmid=20042108,56.566275
disprot|DP00609r007 pos=639-839 term=IDPO:00050 ec=ECO:0006204 pmid=20042108,68.260125
disprot|DP00609r011 pos=408-627 term=IDPO:00050 ec=ECO:0006204 pmid=20042108,55.2125875
disprot|DP00609r015 pos=163-374 term=IDPO:00050 ec=ECO:0006204 pmid=20042108,57.392224999999996
disprot|DP00610r003 pos=1-455 term=IDPO:00050 ec=ECO:0006204 pmid=20042108,62.204674999999995
disprot|DP00613r003 pos=1-378 term=IDPO:00050 ec=ECO:0007719 pmid=19899809,75.4201875
disprot|DP00614r006 pos=66-80 term=IDPO:00050 ec=ECO:0006220 pmid=19914198,62.51933333333333
disprot|DP00618r003 pos=79-92 term=IDPO:00050 ec=ECO:0007719 pmid=19929855,48.297285714285714
disprot|DP00620r002 pos=374-392 term=IDPO:00050 ec=ECO:0006220 pmid=20164179,60.677578947368424
disprot|DP00621r003 pos=193-305 term=IDPO:00050 ec=ECO:0006196 pmid=20178990,84.2126875
disprot|DP00622r006 pos=36-54 term=IDPO:00050 ec=ECO:0006165 pmid=19918058,76.65073684210526
disprot|DP00622r013 pos=77-88 term=IDPO:00050 ec=ECO:0006165 pmid=19918058,65.71325
disprot|DP00624r003 pos=116-168 term=IDPO:00050 ec=ECO:0006165 pmid=18534616,91.2779433962264
disprot|DP00625r002 pos=80-195 term=IDPO:00050 ec=ECO:0006206 pmid=18537269,65.653875
disprot|DP00628r003 pos=248-286 term=IDPO:00050 ec=ECO:0006165 pmid=19995078,78.59061538461539
disprot|DP00629r027 pos=476-489 term=IDPO:00050 ec=ECO:0006165 pmid=25551399,85.51007142857144
disprot|DP00633r006 pos=1520-1581 term=IDPO:00050 ec=ECO:0006208 pmid=31314496,58.61327419354839
disprot|DP00640r049 pos=401-525 term=IDPO:00050 ec=ECO:0006204 pmid=16046624,58.11353749999999
disprot|DP00640r051 pos=421-525 term=IDPO:00050 ec=ECO:0006204 pmid=16046624,59.9906125
disprot|DP00640r064 pos=400-525 term=IDPO:00050 ec=ECO:0006204 pmid=12621042,57.572799999999994
disprot|DP00652r008 pos=127-142 term=IDPO:00050 ec=ECO:0005670 pmid=19800308,57.902
disprot|DP00662r003 pos=339-462 term=IDPO:00050 ec=ECO:0007680 pmid=20018841,75.98773750000001
disprot|DP00694r002 pos=1-228 term=IDPO:00050 ec=ECO:0006198 pmid=19170609,76.568075
disprot|DP00694r010 pos=145-179 term=IDPO:00050 ec=ECO:0006165 pmid=20696397,77.64754285714287
disprot|DP00699r049 pos=1-100 term=IDPO:00050 ec=ECO:0005642 pmid=25108352,69.9762
disprot|DP00705r029 pos=1-109 term=IDPO:00050 ec=ECO:0006165 pmid=22848679,60.7677125
disprot|DP00718r015 pos=112-174 term=IDPO:00050 ec=ECO:0006220 pmid=19043829,72.30512698412699
disprot|DP00718r035 pos=279-298 term=IDPO:00050 ec=ECO:0006220 pmid=19043829,69.4233
disprot|DP00719r005 pos=51-111 term=IDPO:00050 ec=ECO:0006165 pmid=18512959,61.419000000000004
disprot|DP00724r003 pos=11-113 term=IDPO:00050 ec=ECO:0006220 pmid=19037309,74.440575
disprot|DP00764r004 pos=45-61 term=IDPO:00050 ec=ECO:0006220 pmid=19029897,73.9650588235294
disprot|DP00767r007 pos=302-319 term=IDPO:00050 ec=ECO:0006165 pmid=15236581,77.77327777777778
disprot|DP00768r006 pos=14-99 term=IDPO:00050 ec=ECO:0006165 pmid=16280326,54.9647375
disprot|DP00783r004 pos=108-119 term=IDPO:00050 ec=ECO:0006165 pmid=24803670,55.670500000000004
disprot|DP00815r003 pos=1-206 term=IDPO:00050 ec=ECO:0006204 pmid=17636256,71.5880375
disprot|DP00815r015 pos=57-129 term=IDPO:00050 ec=ECO:0006220 pmid=17636256,63.30719178082192
disprot|DP00815r019 pos=170-206 term=IDPO:00050 ec=ECO:0006220 pmid=17636256,58.06356756756757
disprot|DP00816r003 pos=9-164 term=IDPO:00050 ec=ECO:0006165 pmid=18954090,68.58355
disprot|DP00824r003 pos=54-83 term=IDPO:00050 ec=ECO:0006220 pmid=23223529,70.859
disprot|DP00833r003 pos=58-83 term=IDPO:00050 ec=ECO:0006165 pmid=11743881,63.41126923076923
disprot|DP00866r003 pos=42-72 term=IDPO:00050 ec=ECO:0006208 pmid=21821042,75.44987096774193
disprot|DP00875r010 pos=141-192 term=IDPO:00050 ec=ECO:0006204 pmid=19218568,64.63373076923077
disprot|DP00877r015 pos=21-51 term=IDPO:00050 ec=ECO:0006220 pmid=20953180,76.8678064516129
disprot|DP00878r003 pos=28-56 term=IDPO:00050 ec=ECO:0006165 pmid=22550171,87.57196551724138
disprot|DP00897r003 pos=303-318 term=IDPO:00050 ec=ECO:0006220 pmid=26051119,62.290687500000004
disprot|DP00897r007 pos=345-364 term=IDPO:00050 ec=ECO:0006220 pmid=26051119,70.21615
disprot|DP00897r010 pos=430-451 term=IDPO:00050 ec=ECO:0006220 pmid=26051119,74.26186363636363
disprot|DP00899r005 pos=28-62 term=IDPO:00050 ec=ECO:0006220 pmid=14528294,61.152542857142855
disprot|DP00899r008 pos=131-150 term=IDPO:00050 ec=ECO:0006220 pmid=14528294,65.45335
disprot|DP00900r002 pos=535-570 term=IDPO:00050 ec=ECO:0006220 pmid=25880847,61.450722222222225
disprot|DP00907r002 pos=48-80 term=IDPO:00050 ec=ECO:0006165 pmid=16085652,61.361333333333334
disprot|DP00928r023 pos=32-72 term=IDPO:00050 ec=ECO:0001249 pmid=8910366,82.96458536585367
disprot|DP00929r021 pos=1-49 term=IDPO:00050 ec=ECO:0005670 pmid=20535204,80.52171428571428
disprot|DP00941r006 pos=174-187 term=IDPO:00050 ec=ECO:0005670 pmid=15808506,65.46092857142857
disprot|DP00949r003 pos=1105-1129 term=IDPO:00050 ec=ECO:0006165 pmid=19556969,85.72872
disprot|DP00949r007 pos=1167-1207 term=IDPO:00050 ec=ECO:0006165 pmid=19556969,76.19612195121951
disprot|DP00955r004 pos=38-51 term=IDPO:00050 ec=ECO:0006165 pmid=7818844,62.24764285714286
disprot|DP00956r003 pos=10-28 term=IDPO:00050 ec=ECO:0006165 pmid=16631790,61.46626315789473
disprot|DP00957r002 pos=264-464 term=IDPO:00050 ec=ECO:0006204 pmid=19121363,57.7094125
disprot|DP00958r004 pos=2-21 term=IDPO:00050 ec=ECO:0006220 pmid=25735745,65.58475
disprot|DP00958r008 pos=65-113 term=IDPO:00050 ec=ECO:0006220 pmid=25735745,88.75944897959184
disprot|DP00961r002 pos=786-816 term=IDPO:00050 ec=ECO:0006165 pmid=19214187,70.23151612903226
disprot|DP00962r003 pos=720-750 term=IDPO:00050 ec=ECO:0006165 pmid=19214187,69.87587096774193
disprot|DP00963r005 pos=293-307 term=IDPO:00050 ec=ECO:0006165 pmid=22921828,66.14673333333333
disprot|DP00968r003 pos=1-98 term=IDPO:00050 ec=ECO:0006165 pmid=16581765,82.16855000000001
disprot|DP00969r007 pos=19-30 term=IDPO:00050 ec=ECO:0006196 pmid=27067111,62.866083333333336
disprot|DP00969r012 pos=76-92 term=IDPO:00050 ec=ECO:0006196 pmid=27067111,66.19735294117648
disprot|DP00975r009 pos=50-73 term=IDPO:00050 ec=ECO:0006220 pmid=28837178,65.38966666666667
disprot|DP00995r003 pos=28-50 term=IDPO:00050 ec=ECO:0006204 pmid=26420258,62.71182608695653
disprot|DP00997r006 pos=111-159 term=IDPO:00050 ec=ECO:0006165 pmid=12682015,78.75720408163265
disprot|DP00998r010 pos=26-36 term=IDPO:00050 ec=ECO:0005670 pmid=25865894,65.94009090909091
disprot|DP01023r003 pos=1-20 term=IDPO:00050 ec=ECO:0006220 pmid=23721412,68.01365
disprot|DP01026r002 pos=1975-1990 term=IDPO:00050 ec=ECO:0006220 pmid=18772430,68.8621875
disprot|DP01030r003 pos=136-155 term=IDPO:00050 ec=ECO:0006165 pmid=9007989,66.688
disprot|DP01033r009 pos=24-35 term=IDPO:00050 ec=ECO:0006165 pmid=15475586,80.75433333333334
disprot|DP01043r005 pos=2-31 term=IDPO:00050 ec=ECO:0006204 pmid=15448165,63.882466666666666
disprot|DP01047r003 pos=56-205 term=IDPO:00050 ec=ECO:0007680 pmid=15292204,71.75398750000001
disprot|DP01050r004 pos=75-102 term=IDPO:00050 ec=ECO:0006202 pmid=21330354,52.64525
disprot|DP01057r002 pos=41-139 term=IDPO:00050 ec=ECO:0006204 pmid=20510170,61.581624999999995
disprot|DP01058r005 pos=41-139 term=IDPO:00050 ec=ECO:0006204 pmid=20510170,59.8144875
disprot|DP01070r003 pos=490-568 term=IDPO:00050 ec=ECO:0006165 pmid=23260655,74.85881012658227
disprot|DP01087r023 pos=1-101 term=IDPO:00050 ec=ECO:0006204 pmid=20034112,68.6415375
disprot|DP01092r002 pos=1-17 term=IDPO:00050 ec=ECO:0005670 pmid=15068809,77.25358823529412
disprot|DP01092r006 pos=30-88 term=IDPO:00050 ec=ECO:0005670 pmid=15068809,88.28218644067798
disprot|DP01102r011 pos=285-370 term=IDPO:00050 ec=ECO:0006165 pmid=29677513,90.98422500000001
disprot|DP01102r012 pos=421-455 term=IDPO:00050 ec=ECO:0006165 pmid=29677513,84.57708571428572
disprot|DP01105r006 pos=606-672 term=IDPO:00050 ec=ECO:0006198 pmid=23762412,88.286223880597
disprot|DP01108r020 pos=263-414 term=IDPO:00050 ec=ECO:0006204 pmid=26735904,48.300775
disprot|DP01119r008 pos=19-44 term=IDPO:00050 ec=ECO:0005670 pmid=12820959,63.252538461538464
disprot|DP01135r002 pos=1-153 term=IDPO:00050 ec=ECO:0006204 pmid=17289584,62.1566875
disprot|DP01139r003 pos=129-160 term=IDPO:00050 ec=ECO:0006204 pmid=24909411,71.6168125
disprot|DP01139r009 pos=173-204 term=IDPO:00050 ec=ECO:0006204 pmid=24909411,76.1833125
disprot|DP01139r014 pos=85-116 term=IDPO:00050 ec=ECO:0006165 pmid=24909411,83.80896875
disprot|DP01144r002 pos=1-100 term=IDPO:00050 ec=ECO:0006165 pmid=18502763,58.4817125
disprot|DP01146r004 pos=1-56 term=IDPO:00050 ec=ECO:0006204 pmid=21147767,74.66019642857142
disprot|DP01147r005 pos=1-81 term=IDPO:00050 ec=ECO:0006204 pmid=22138394,60.267425
disprot|DP01149r011 pos=98-132 term=IDPO:00050 ec=ECO:0005642 pmid=27046249,64.71419999999999
disprot|DP01150r005 pos=53-91 term=IDPO:00050 ec=ECO:0006165 pmid=27699893,71.03666666666666
disprot|DP01151r005 pos=13-27 term=IDPO:00050 ec=ECO:0006165 pmid=27699893,80.87953333333333
disprot|DP01155r003 pos=1-60 term=IDPO:00050 ec=ECO:0006165 pmid=27732872,87.90741666666666
disprot|DP01162r002 pos=480-575 term=IDPO:00050 ec=ECO:0006165 pmid=28780862,54.198024999999994
disprot|DP01169r003 pos=1-105 term=IDPO:00050 ec=ECO:0006165 pmid=27732872,74.29773750000001
disprot|DP01171r003 pos=201-268 term=IDPO:00050 ec=ECO:0006204 pmid=9660763,66.51511764705883
disprot|DP01172r003 pos=2-101 term=IDPO:00050 ec=ECO:0006204 pmid=25495558,62.4300125
disprot|DP01172r011 pos=407-503 term=IDPO:00050 ec=ECO:0006165 pmid=23870269,63.7519875
disprot|DP01181r005 pos=2-30 term=IDPO:00050 ec=ECO:0006220 pmid=24727125,72.79741379310344
disprot|DP01185r003 pos=95-111 term=IDPO:00050 ec=ECO:0006220 pmid=18160037,65.96388235294117
disprot|DP01187r002 pos=57-68 term=IDPO:00050 ec=ECO:0006220 pmid=15591044,53.97716666666667
disprot|DP01191r002 pos=1-54 term=IDPO:00050 ec=ECO:0006165 pmid=25306921,68.47444444444444
disprot|DP01192r010 pos=305-377 term=IDPO:00050 ec=ECO:0006200 pmid=32157086,69.85820547945205
disprot|DP01195r002 pos=299-351 term=IDPO:00050 ec=ECO:0006208 pmid=29301962,84.70083018867925
disprot|DP01196r002 pos=23-215 term=IDPO:00050 ec=ECO:0006208 pmid=29301962,70.487725
disprot|DP01199r002 pos=281-327 term=IDPO:00050 ec=ECO:0006220 pmid=29058712,84.02976595744681
disprot|DP01243r003 pos=93-111 term=IDPO:00050 ec=ECO:0006165 pmid=24012479,64.1017894736842
disprot|DP01245r011 pos=1489-1660 term=IDPO:00050 ec=ECO:0005642 pmid=26258523,85.299575
disprot|DP01245r015 pos=1393-1445 term=IDPO:00050 ec=ECO:0006204 pmid=26258523,64.46837735849057
disprot|DP01256r011 pos=1444-1455 term=IDPO:00050 ec=ECO:0006165 pmid=27845325,63.254583333333336
disprot|DP01256r018 pos=2116-2163 term=IDPO:00050 ec=ECO:0006204 pmid=25286855,75.68758333333334
disprot|DP01256r022 pos=1416-1440 term=IDPO:00050 ec=ECO:0006165 pmid=28700665,68.46788000000001
disprot|DP01269r004 pos=237-251 term=IDPO:00050 ec=ECO:0005670 pmid=22000412,80.9696
disprot|DP01280r003 pos=672-711 term=IDPO:00050 ec=ECO:0006204 pmid=9737846,67.61785
disprot|DP01281r003 pos=16-42 term=IDPO:00050 ec=ECO:0006204 pmid=18589438,82.64103703703704
disprot|DP01289r003 pos=1-36 term=IDPO:00050 ec=ECO:0006204 pmid=28334932,71.29658333333333
disprot|DP01291r005 pos=48-76 term=IDPO:00050 ec=ECO:0005670 pmid=12718874,68.43689655172415
disprot|DP01291r013 pos=68-82 term=IDPO:00050 ec=ECO:0005670 pmid=27026704,61.550666666666665
disprot|DP01293r006 pos=18-62 term=IDPO:00050 ec=ECO:0006165 pmid=25533957,85.54726666666667
